Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_FAT,GO:0000790~nuclear chromatin,24,43.63636363636363,5.772389772996375e-24,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, Q64478, C0HKE4, Q8CGP2, Q6PDQ2, Q9QZQ8, Q8BFU2, P70696, Q9D2U9, Q64523, P84244, P68433, P10854, Q8CGP7, P10853, P27661, Q8CGP6, Q8CGP5, P84228, Q6ZWY9, Q64525",52,357,14413,18.63348416289593,1.0621197182313333e-21,1.7701995303855548e-22,7.13622250345675e-21
GOTERM_BP_FAT,GO:0006323~DNA packaging,19,34.54545454545455,7.634745276122375e-24,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, P02301, Q64478, Q8CGP2, Q9QZQ8, A2A8L1, P70696, Q9D2U9, P84244, P68433, P10854, P10853, P62806, P84228, Q6ZWY9, Q64525",53,174,17911,36.901865105183255,9.444179906563376e-21,1.5740299844272296e-21,1.2389489107288332e-20
GOTERM_BP_FAT,GO:0006325~chromatin organization,27,49.09090909090909,1.1324145547836275e-22,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, Q64478, Q8CGP2, P02301, Q6PDQ2, Q9QZQ8, A2A8L1, Q8BFU2, P70696, Q64523, P84244, Q8CGP7, P27661, Q8CGP6, Q8CGP5, P62806, P84228, Q6ZWY9, Q64525, C0HKE4, Q9D2U9, P68433, P10854, P10853",53,739,17911,12.347052365511782,1.4007968042673472e-19,2.001138291810496e-20,1.8376563046976027e-19
GOTERM_BP_FAT,GO:0071103~DNA conformation change,19,34.54545454545455,2.4694764103876156e-22,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, P02301, Q64478, Q8CGP2, Q9QZQ8, A2A8L1, P70696, Q9D2U9, P84244, P68433, P10854, P10853, P62806, P84228, Q6ZWY9, Q64525",53,210,17911,30.57583108715184,3.0547423196494805e-19,3.8184278995618507e-20,4.007409544217577e-19
GOTERM_BP_FAT,GO:0065004~protein-DNA complex assembly,18,32.72727272727273,5.969285961676841e-22,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, P02301, Q64478, Q8CGP2, Q9QZQ8, P70696, Q9D2U9, P84244, P68433, P10854, P10853, P62806, P84228, Q6ZWY9, Q64525",53,177,17911,34.367125039974425,7.384006734594251e-19,8.204451927326947e-20,9.686820021590326e-19
GOTERM_CC_FAT,GO:0044454~nuclear chromosome part,25,45.45454545454545,5.77827245001844e-21,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, C0HKE4, Q8CGP2, Q64478, Q9QZQ8, Q6PDQ2, Q8BFU2, P70696, Q9D2U9, Q64523, P84244, P68433, P10854, P27661, P10853, Q8CGP7, Q8CGP6, Q8CGP5, P62806, P84228, Q6ZWY9, Q64525",52,555,14413,12.485273735273736,1.063202130803393e-18,1.5188601868619899e-19,7.143495070590349e-18
GOTERM_CC_FAT,GO:0000228~nuclear chromosome,25,45.45454545454545,2.229994649591101e-20,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, C0HKE4, Q8CGP2, Q64478, Q9QZQ8, Q6PDQ2, Q8BFU2, P70696, Q9D2U9, Q64523, P84244, P68433, P10854, P27661, P10853, Q8CGP7, Q8CGP6, Q8CGP5, P62806, P84228, Q6ZWY9, Q64525",52,588,14413,11.784569597069595,4.103190155247627e-18,5.128987694059532e-19,2.756871699039745e-17
GOTERM_CC_FAT,GO:0044427~chromosomal part,27,49.09090909090909,7.863760615196513e-19,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, Q64478, Q8CGP2, P02301, Q6PDQ2, Q9QZQ8, A2A8L1, Q8BFU2, P70696, Q64523, P84244, Q8CGP7, P27661, Q8CGP6, Q8CGP5, P62806, P84228, Q6ZWY9, Q64525, C0HKE4, Q9D2U9, P68433, P10854, P10853",52,871,14413,8.592047160646471,1.4469319531961583e-16,1.607702170217954e-17,9.721717983508991e-16
GOTERM_BP_FAT,GO:0051276~chromosome organization,27,49.09090909090909,1.3287918619337659e-18,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, Q64478, Q8CGP2, P02301, Q6PDQ2, Q9QZQ8, A2A8L1, Q8BFU2, P70696, Q64523, P84244, Q8CGP7, P27661, Q8CGP6, Q8CGP5, P62806, P84228, Q6ZWY9, Q64525, C0HKE4, Q9D2U9, P68433, P10854, P10853",53,1075,17911,8.487880649407638,1.6437155332120685e-15,1.6437155332120683e-16,2.1563328839234336e-15
GOTERM_CC_FAT,GO:0005694~chromosome,27,49.09090909090909,1.3671833746553652e-17,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, Q64478, Q8CGP2, P02301, Q6PDQ2, Q9QZQ8, A2A8L1, Q8BFU2, P70696, Q64523, P84244, Q8CGP7, P27661, Q8CGP6, Q8CGP5, P62806, P84228, Q6ZWY9, Q64525, C0HKE4, Q9D2U9, P68433, P10854, P10853",52,978,14413,7.652017461066543,2.515617409365872e-15,2.515617409365872e-16,1.6902054691817993e-14
GOTERM_BP_FAT,GO:0006342~chromatin silencing,13,23.63636363636364,9.231331495710005e-15,"Q64523, Q6GSS7, P84244, P68433, C0HKE4, Q8CGP7, P27661, Q8CGP6, Q9QZQ8, Q8CGP5, Q8BFU2, P62806, P84228",53,147,17911,29.886150686689767,1.1398770816128945e-11,1.0362821711851213e-12,1.495470414170086e-11
GOTERM_BP_FAT,"GO:0045814~negative regulation of gene expression, epigenetic",13,23.63636363636364,1.4967171292070013e-14,"Q64523, Q6GSS7, P84244, P68433, C0HKE4, Q8CGP7, P27661, Q8CGP6, Q9QZQ8, Q8CGP5, Q8BFU2, P62806, P84228",53,153,17911,28.714144777407817,1.85401693997278e-11,1.5449863610683678e-12,2.432498646953718e-11
GOTERM_CC_FAT,GO:0070062~extracellular exosome,35,63.63636363636363,5.917287259995871e-14,"Q6GSS7, P27005, Q64478, Q9QZQ8, Q8BFU2, Q64523, P84244, P20152, P15331, P27661, Q8CGP7, Q8CGP6, Q9R0P9, P62806, P84228, P06683, Q6ZWY9, Q64525, Q91ZJ5, Q9DB29, C0HKE4, Q60675, Q9D2U9, P10518, P31001, P31725, Q61129, P10493, P68433, P10854, P10853, P19096, O70439, Q9QYK7, Q99J99",52,2674,14413,3.627919855014096,1.0888179247103835e-11,9.898748487557896e-13,7.315259509255156e-11
GOTERM_CC_FAT,GO:1903561~extracellular vesicle,35,63.63636363636363,7.014225305343843e-14,"Q6GSS7, P27005, Q64478, Q9QZQ8, Q8BFU2, Q64523, P84244, P20152, P15331, P27661, Q8CGP7, Q8CGP6, Q9R0P9, P62806, P84228, P06683, Q6ZWY9, Q64525, Q91ZJ5, Q9DB29, C0HKE4, Q60675, Q9D2U9, P10518, P31001, P31725, Q61129, P10493, P68433, P10854, P10853, P19096, O70439, Q9QYK7, Q99J99",52,2689,14413,3.6076822953914816,1.2910561508761019e-11,1.0759171331642392e-12,8.674172491396349e-11
GOTERM_CC_FAT,GO:0043230~extracellular organelle,35,63.63636363636363,7.592977093583927e-14,"Q6GSS7, P27005, Q64478, Q9QZQ8, Q8BFU2, Q64523, P84244, P20152, P15331, P27661, Q8CGP7, Q8CGP6, Q9R0P9, P62806, P84228, P06683, Q6ZWY9, Q64525, Q91ZJ5, Q9DB29, C0HKE4, Q60675, Q9D2U9, P10518, P31001, P31725, Q61129, P10493, P68433, P10854, P10853, P19096, O70439, Q9QYK7, Q99J99",52,2696,14413,3.598315167769916,1.397282289872237e-11,1.074806910139614e-12,9.388045896230324e-11
GOTERM_BP_FAT,GO:0043933~macromolecular complex subunit organization,29,52.72727272727272,8.091864363553514e-13,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, Q64478, Q8CGP2, P02301, Q6PDQ2, Q9QZQ8, A2A8L1, Q8BFU2, P70696, Q64523, P84244, Q8CGP7, P27661, Q8CGP6, Q8CGP5, P62806, P84228, Q6ZWY9, Q64525, C0HKE4, P61014, Q9D2U9, P10518, P68433, P10854, P10853",53,2229,17911,4.396751229504727,1.0010318129971554e-09,7.700240445274176e-11,1.3132162024476202e-09
GOTERM_CC_FAT,GO:0031988~membrane-bounded vesicle,36,65.45454545454545,1.8338100372887967e-11,"Q6GSS7, P27005, Q64478, Q9QZQ8, Q8BFU2, Q64523, P84244, P20152, P15331, P27661, Q8CGP7, Q8CGP6, Q9R0P9, P62806, P84228, P06683, Q6ZWY9, Q64525, Q91ZJ5, Q9DB29, C0HKE4, Q60675, O35744, Q9D2U9, P10518, P31001, P31725, Q61129, P10493, P68433, P10854, P10853, P19096, O70439, Q9QYK7, Q99J99",52,3455,14413,2.8880552154068795,3.3742120209012687e-09,2.410150967691038e-10,2.2670820776227174e-08
GOTERM_CC_FAT,GO:0044421~extracellular region part,38,69.0909090909091,1.9170434520544745e-11,"Q6GSS7, P27005, Q8CGP1, Q64478, Q9QZQ8, Q8BFU2, O08692, Q64523, P84244, P20152, P15331, P27661, Q8CGP7, Q8CGP6, Q9R0P9, P62806, P84228, P61148, P06683, Q6ZWY9, Q64525, Q91ZJ5, Q9DB29, C0HKE4, Q60675, Q9D2U9, P10518, P31001, P31725, Q61129, P10493, P68433, P10854, P10853, P19096, O70439, Q9QYK7, Q99J99",52,3920,14413,2.6868818681318682,3.5273615139885814e-09,2.3515744906887903e-10,2.3699808782140508e-08
GOTERM_BP_FAT,GO:0016458~gene silencing,13,23.63636363636364,2.7656523676959476e-11,"Q64523, Q6GSS7, P84244, P68433, C0HKE4, Q8CGP7, P27661, Q8CGP6, Q9QZQ8, Q8CGP5, Q8BFU2, P62806, P84228",53,288,17911,15.254389412997902,3.4211144028795104e-08,2.443653168704429e-09,4.488039939687383e-08
GOTERM_MF_FAT,GO:0003677~DNA binding,27,49.09090909090909,5.197337177755479e-11,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, Q64478, Q8CGP2, P02301, Q6PDQ2, Q9QZQ8, A2A8L1, Q8BFU2, P70696, Q64523, P84244, Q8CGP7, P27661, Q8CGP6, Q8CGP5, P62806, P84228, Q6ZWY9, Q64525, C0HKE4, Q9D2U9, P68433, P10854, P10853",52,2159,16866,4.056204795667512,1.3045329705363429e-08,1.3045329705363429e-08,6.756085690895475e-08
GOTERM_BP_FAT,"GO:0040029~regulation of gene expression, epigenetic",13,23.63636363636364,6.028268767357885e-11,"Q64523, Q6GSS7, P84244, P68433, C0HKE4, Q8CGP7, P27661, Q8CGP6, Q9QZQ8, Q8CGP5, Q8BFU2, P62806, P84228",53,308,17911,14.263844645920114,7.456965722685283e-08,4.971310696433306e-09,9.782532561786184e-08
GOTERM_BP_FAT,GO:0071822~protein complex subunit organization,22,40.0,1.0708016234838771e-10,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, P02301, Q64478, Q8CGP2, P61014, Q9QZQ8, Q8BFU2, A2A8L1, P70696, Q9D2U9, P10518, P84244, P68433, P10854, P10853, P62806, P84228, Q6ZWY9, Q64525",53,1414,17911,5.257959488671238,1.3245810281947712e-07,8.278631891123212e-09,1.7376715621963965e-07
GOTERM_MF_FAT,GO:0046982~protein heterodimerization activity,15,27.27272727272727,2.2959464670104944e-10,"Q64475, Q8CGP1, Q8CGP2, Q64478, Q9QZQ8, Q8BFU2, P70696, Q9D2U9, Q64523, P15331, P10854, Q8CGP7, P27661, Q8CGP6, Q8CGP5",52,514,16866,9.465354684226279,5.762826216226813e-08,2.8814131525223274e-08,2.984527958105332e-07
GOTERM_CC_FAT,GO:0005576~extracellular region,39,70.9090909090909,2.336362340756713e-10,"Q6GSS7, P27005, Q8CGP1, Q64478, Q9QZQ8, Q8BFU2, O08692, Q64523, P84244, P20152, P15331, P27661, Q8CGP7, Q8CGP6, Q9R0P9, P62806, P84228, P61148, P06683, Q6ZWY9, Q64525, Q91ZJ5, Q9DB29, C0HKE4, Q60675, O35744, Q9D2U9, P10518, P31001, P31725, Q61129, P10493, P68433, P10854, P10853, P19096, O70439, Q9QYK7, Q99J99",52,4493,14413,2.4059091920765634,4.2989063864240507e-08,2.686816547026183e-09,2.888370542741825e-07
GOTERM_BP_FAT,GO:0034622~cellular macromolecular complex assembly,18,32.72727272727273,2.377358435435851e-10,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, P02301, Q64478, Q8CGP2, Q9QZQ8, P70696, Q9D2U9, P84244, P68433, P10854, P10853, P62806, P84228, Q6ZWY9, Q64525",53,887,17911,6.857926868179788,2.940791797856335e-07,1.7298777632568374e-08,3.857922425964944e-07
GOTERM_BP_FAT,GO:0006461~protein complex assembly,20,36.36363636363637,1.118020239614064e-09,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, P02301, Q64478, Q8CGP2, P61014, Q9QZQ8, P70696, Q9D2U9, P10518, P84244, P68433, P10854, P10853, P62806, P84228, Q6ZWY9, Q64525",53,1277,17911,5.2927704968898235,1.3829900713524523e-06,7.683283187454037e-08,1.8142975122259488e-06
GOTERM_BP_FAT,GO:0070271~protein complex biogenesis,20,36.36363636363637,1.1327762977281447e-09,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, P02301, Q64478, Q8CGP2, P61014, Q9QZQ8, P70696, Q9D2U9, P10518, P84244, P68433, P10854, P10853, P62806, P84228, Q6ZWY9, Q64525",53,1278,17911,5.288629048926683,1.4012433233734356e-06,7.374969757112383e-08,1.8382433464303458e-06
GOTERM_BP_FAT,GO:0065003~macromolecular complex assembly,20,36.36363636363637,2.5549175331196155e-08,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, P02301, Q64478, Q8CGP2, P61014, Q9QZQ8, P70696, Q9D2U9, P10518, P84244, P68433, P10854, P10853, P62806, P84228, Q6ZWY9, Q64525",53,1544,17911,4.377505132466517,3.160383087652541e-05,1.5802152658617175e-06,4.1460606270415916e-05
GOTERM_CC_FAT,"GO:0000781~chromosome, telomeric region",9,16.363636363636363,7.095392465803358e-08,"Q64475, P84244, P68433, Q8CGP7, P27661, Q9QZQ8, P62806, P84228, P70696",52,157,14413,15.88890249877511,1.3055437371178868e-05,7.679716224062716e-07,8.771805255491928e-05
GOTERM_MF_FAT,GO:0031492~nucleosomal DNA binding,6,10.909090909090908,1.4269492808826096e-07,"P84244, P68433, P02301, Q6PDQ2, Q9QZQ8, P84228",52,41,16866,47.465290806754226,3.5815788106852147e-05,1.1938738568528786e-05,0.00018549064161321735
GOTERM_CC_FAT,"GO:0000784~nuclear chromosome, telomeric region",8,14.545454545454545,3.091495531290003e-07,"Q64475, P84244, P68433, Q8CGP7, Q9QZQ8, P62806, P84228, P70696",52,128,14413,17.323317307692307,5.6881908740646914e-05,3.160190927609108e-06,0.00038219112191706367
GOTERM_MF_FAT,GO:0046983~protein dimerization activity,17,30.90909090909091,3.469299455436164e-07,"Q64475, Q8CGP1, Q64478, Q8CGP2, Q9QZQ8, Q8BFU2, P70696, Q9D2U9, Q64523, P15331, P10854, Q8CGP7, P27661, Q8CGP6, Q8CGP5, P19096, P52840",52,1226,16866,4.497458903250093,8.707564013454848e-05,2.1769620897948982e-05,0.0004509773416816465
GOTERM_MF_FAT,GO:0003676~nucleic acid binding,30,54.54545454545454,6.524968039934527e-07,"Q8CGP0, Q6GSS7, Q64475, Q8CGP1, Q8CGP2, Q64478, P02301, Q6PDQ2, Q9QZQ8, A2A8L1, Q8BFU2, P70696, Q64523, P84244, P20152, Q8CGP7, P27661, Q8CGP6, Q8CGP5, P62806, P84228, Q6ZWY9, Q64525, C0HKE4, Q9D2U9, Q3TLH4, P68433, P10854, P10853, P19096",52,4100,16866,2.373264540337711,0.00016376334056400488,3.2754813798163696e-05,0.0008481848812746938
GOTERM_MF_FAT,GO:0031491~nucleosome binding,6,10.909090909090908,8.394001374645795e-07,"P84244, P68433, P02301, Q6PDQ2, Q9QZQ8, P84228",52,58,16866,33.55305039787798,0.0002106673294622885,3.51143039686308e-05,0.0010911405285418674
GOTERM_BP_FAT,GO:0022607~cellular component assembly,22,40.0,1.4250162120585648e-06,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, P02301, Q64478, Q8CGP2, P61014, Q6PDQ2, Q9QZQ8, P70696, Q9D2U9, P10518, P84244, P68433, P10854, P10853, O70439, P62806, P84228, Q6ZWY9, Q64525",53,2418,17911,3.0747538118201536,0.0017611935854638938,8.393677759976903e-05,0.0023124584569433893
GOTERM_CC_FAT,GO:0005654~nucleoplasm,23,41.81818181818181,4.40185990339856e-06,"Q8CGP0, Q64475, Q9JK92, Q8CGP1, Q64478, Q8CGP2, Q6PDQ2, Q9QZQ8, A2A8L1, P70696, Q9D2U9, P84244, Q80XN0, P68433, P10854, P10853, P27661, Q9R0P9, P62806, P84228, Q6ZWY9, P61148, Q64525",52,2325,14413,2.741927212572374,0.000809616088740861,4.2627723246924105e-05,0.00544174377758999
GOTERM_BP_FAT,GO:0044085~cellular component biogenesis,22,40.0,6.503987285250321e-06,"Q6GSS7, Q8CGP0, Q64475, Q8CGP1, P02301, Q64478, Q8CGP2, P61014, Q6PDQ2, Q9QZQ8, P70696, Q9D2U9, P10518, P84244, P68433, P10854, P10853, O70439, P62806, P84228, Q6ZWY9, Q64525",53,2654,17911,2.8013393809273297,0.008013180356990168,0.0003656357951036249,0.010553998386286791
GOTERM_MF_FAT,GO:0031490~chromatin DNA binding,6,10.909090909090908,1.5173929676132471e-05,"P84244, P68433, P02301, Q6PDQ2, Q9QZQ8, P84228",52,104,16866,18.71227810650888,0.00380144140290839,0.0005439498977461987,0.01972297248591381
GOTERM_BP_FAT,"GO:0045815~positive regulation of gene expression, epigenetic",5,9.090909090909092,1.542515905163541e-05,"P84244, P68433, Q9QZQ8, P62806, P84228",53,52,17911,32.494557329462985,0.01890017767591845,0.0008292676591687974,0.025028653846304042
GOTERM_CC_FAT,GO:0098687~chromosomal region,9,16.363636363636363,2.2729912165778077e-05,"Q64475, P84244, P68433, Q8CGP7, P27661, Q9QZQ8, P62806, P84228, P70696",52,339,14413,7.358577263444519,0.004173617519683592,0.0002090957049915021,0.028096641436414767
GOTERM_BP_FAT,"GO:0045892~negative regulation of transcription, DNA-templated",14,25.45454545454545,2.9640533706798578e-05,"Q6GSS7, C0HKE4, Q9QZQ8, Q6PDQ2, Q8BFU2, Q64523, P84244, P68433, P27661, Q8CGP7, Q8CGP6, Q8CGP5, P62806, P84228",53,1207,17911,3.919807412733895,0.03600183085075848,0.0015265787412863665,0.04808912298946977
GOTERM_BP_FAT,GO:1903507~negative regulation of nucleic acid-templated transcription,14,25.45454545454545,3.373788068810073e-05,"Q6GSS7, C0HKE4, Q9QZQ8, Q6PDQ2, Q8BFU2, Q64523, P84244, P68433, P27661, Q8CGP7, Q8CGP6, Q8CGP5, P62806, P84228",53,1222,17911,3.8716919371275056,0.040875569669183376,0.0016679858600201491,0.05473499564129236
GOTERM_BP_FAT,GO:1902679~negative regulation of RNA biosynthetic process,14,25.45454545454545,3.8325033297066015e-05,"Q6GSS7, C0HKE4, Q9QZQ8, Q6PDQ2, Q8BFU2, Q64523, P84244, P68433, P27661, Q8CGP7, Q8CGP6, Q8CGP5, P62806, P84228",53,1237,17911,3.8247433687710686,0.046302720208150634,0.0018217606785702054,0.06217483815841308
GOTERM_BP_FAT,GO:0051253~negative regulation of RNA metabolic process,14,25.45454545454545,5.598563338191821e-05,"Q6GSS7, C0HKE4, Q9QZQ8, Q6PDQ2, Q8BFU2, Q64523, P84244, P68433, P27661, Q8CGP7, Q8CGP6, Q8CGP5, P62806, P84228",53,1283,17911,3.687613053133135,0.06691237697115082,0.00256175631671296,0.09081348159286627
GOTERM_MF_FAT,GO:0043566~structure-specific DNA binding,6,10.909090909090908,7.99141758588274e-05,"P84244, P68433, P02301, Q6PDQ2, Q9QZQ8, P84228",52,147,16866,13.238618524332807,0.01985941121313617,0.0025042665372640997,0.10383157744533468
GOTERM_MF_FAT,GO:1901363~heterocyclic compound binding,33,60.0,9.06778117477139e-05,"Q8CGP0, Q6GSS7, Q64475, Q9CQ37, Q8CGP1, Q8CGP2, Q64478, P02301, Q6PDQ2, Q9QZQ8, A2A8L1, Q8BFU2, P70696, Q64523, P84244, P20152, P27661, Q8CGP7, Q8CGP6, Q8CGP5, P62806, P84228, Q6ZWY9, Q64525, Q91ZJ5, C0HKE4, Q9D2U9, Q3TLH4, P68433, P10854, P10853, P19096, P52840",52,6072,16866,1.7627508361204014,0.022504081648184737,0.002525822809140377,0.11780903967799627
GOTERM_CC_FAT,GO:0045098~type III intermediate filament,3,5.454545454545454,0.00012192857992940422,"P31001, P20152, P15331",52,5,14413,166.30384615384614,0.02218640624227997,0.001067821212908604,0.15063206461675138
GOTERM_MF_FAT,GO:0097159~organic cyclic compound binding,33,60.0,0.0001239222372694499,"Q8CGP0, Q6GSS7, Q64475, Q9CQ37, Q8CGP1, Q8CGP2, Q64478, P02301, Q6PDQ2, Q9QZQ8, A2A8L1, Q8BFU2, P70696, Q64523, P84244, P20152, P27661, Q8CGP7, Q8CGP6, Q8CGP5, P62806, P84228, Q6ZWY9, Q64525, Q91ZJ5, C0HKE4, Q9D2U9, Q3TLH4, P68433, P10854, P10853, P19096, P52840",52,6159,16866,1.7378507999550374,0.030627582344672888,0.0031058078674076612,0.16096824971111312
GOTERM_BP_FAT,GO:0032776~DNA methylation on cytosine,4,7.272727272727272,0.0001414681870831484,"P84244, P68433, P62806, P84228",53,35,17911,38.622102425876015,0.16055013706835486,0.006230812007168685,0.22932421095804845
GOTERM_BP_FAT,GO:0045934~negative regulation of nucleobase-containing compound metabolic process,14,25.45454545454545,0.00015386095975243434,"Q6GSS7, C0HKE4, Q9QZQ8, Q6PDQ2, Q8BFU2, Q64523, P84244, P68433, P27661, Q8CGP7, Q8CGP6, Q8CGP5, P62806, P84228",53,1417,17911,3.3388902944035364,0.17332252219506686,0.00654197818357649,0.24938974405102066
GOTERM_BP_FAT,GO:2000113~negative regulation of cellular macromolecule biosynthetic process,14,25.45454545454545,0.00018451111761894916,"Q6GSS7, C0HKE4, Q9QZQ8, Q6PDQ2, Q8BFU2, Q64523, P84244, P68433, P27661, Q8CGP7, Q8CGP6, Q8CGP5, P62806, P84228",53,1443,17911,3.2787301089187877,0.2040837494239377,0.0075798374221278655,0.2990001278429077
GOTERM_MF_FAT,GO:0042393~histone binding,6,10.909090909090908,0.00019117621506744705,"P84244, P68433, P27661, A2A8L1, P62806, P84228",52,177,16866,10.994784876140807,0.04685650747767256,0.004353207873408428,0.2482273534517687
GOTERM_BP_FAT,GO:0010558~negative regulation of macromolecule biosynthetic process,14,25.45454545454545,0.00028154960638395897,"Q6GSS7, C0HKE4, Q9QZQ8, Q6PDQ2, Q8BFU2, Q64523, P84244, P68433, P27661, Q8CGP7, Q8CGP6, Q8CGP5, P62806, P84228",53,1506,17911,3.1415720764739783,0.29413120455698216,0.011173427724814557,0.4559141012346002
